p
"(:Cliente {idCliente: 12,teléfono: 234-567-8902,sexo: F,tieneTitulo: false,edad: 38,nombre: Carmen Moreno})-[:VIVE_EN]->(:direccion {barrio: El Mirador,ubicacion: Calle 3 #56-78,codigoPostal: 1123457,id: 12})"
"(:Cliente {idCliente: 13,teléfono: 345-678-9013,sexo: M,tieneTitulo: true,edad: 26,nombre: Roberto Vargas})-[:VIVE_EN]->(:direccion {barrio: Los Nogales,ubicacion: Carrera 29 #67-89,codigoPostal: 9987452,id: 13})"
"(:Cliente {idCliente: 14,teléfono: 456-789-0124,sexo: F,tieneTitulo: false,edad: 32,nombre: Patricia Castro})-[:VIVE_EN]->(:direccion {barrio: Norte Grande,ubicacion: Calle 28 #14-35,codigoPostal: 1342569,id: 14})"
"(:Cliente {idCliente: 15,teléfono: 567-890-1235,sexo: M,tieneTitulo: true,edad: 36,nombre: Jorge Ortiz})-[:VIVE_EN]->(:direccion {barrio: Altos del Pino,ubicacion: Avenida 40 #23-56,codigoPostal: 2345678,id: 15})"
"(:Cliente {idCliente: 16,teléfono: 678-901-2346,sexo: F,tieneTitulo: true,edad: 24,nombre: Beatriz Silva})-[:VIVE_EN]->(:direccion {barrio: San Fernando,ubicacion: Carrera 15 #12-45,codigoPostal: 8765431,id: 16})"
"(:Cliente {idCliente: 17,teléfono: 789-012-3457,sexo: M,tieneTitulo: true,edad: 39,nombre: Raúl Jiménez})-[:VIVE_EN]->(:direccion {barrio: Campo Verde,ubicacion: Calle 31 #45-78,codigoPostal: 6745231,id: 17})"
"(:Cliente {idCliente: 18,teléfono: 890-123-4568,sexo: F,tieneTitulo: true,edad: 28,nombre: Rosa Peña})-[:VIVE_EN]->(:direccion {barrio: La Candelaria,ubicacion: Avenida 5 #67-89,codigoPostal: 4321567,id: 18})"
"(:Cliente {idCliente: 19,teléfono: 901-234-5679,sexo: M,tieneTitulo: false,edad: 34,nombre: Álvaro Rivas})-[:VIVE_EN]->(:direccion {barrio: Los Robles,ubicacion: Calle 12 #23-45,codigoPostal: 7564312,id: 19})"
"(:Cliente {idCliente: 20,teléfono: 012-345-6780,sexo: F,tieneTitulo: true,edad: 37,nombre: Elena Mendoza})-[:VIVE_EN]->(:direccion {barrio: Las Palmas,ubicacion: Carrera 19 #34-56,codigoPostal: 1256734,id: 20})"
"(:Cliente {idCliente: 23,teléfono: 316-815-6884,sexo: F,tieneTitulo: true,edad: 24,nombre: juliana sanchez})-[:VIVE_EN]->(:direccion {barrio: las delicias,ubicacion: calle 32 #55-26,codigoPostal: 321616,id: 26})"
"(:Cliente {idCliente: 26,teléfono: 978-564-6498,sexo: M,tieneTitulo: false,edad: 32,nombre: Julian gomez})-[:VIVE_EN]->(:direccion {barrio: samanes,ubicacion: carrea 23 #23-58,codigoPostal: 1361651,id: 23})"
